USER0: ,<@!937855104940384346> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER1: ,welc <@895918377812520962> <:black_scythe:1041418735786921994>
USER9: ,i need 3 head mods
USER9: ,in my server
USER86: ,💀
USER40: ,I can help
USER40: ,I dont get it
USER84: ,Nvm
USER88: ,does anyone have active kpop servers / popular kpop servers???
USER89: ,I think i met a fucking retard
USER84: ,No <:y_blankstare:1041427844246536272>
USER84: ,OOP
USER88: ,my disc is so dryy
USER40: ,Nice idc
USER84: ,<:thing_laugh_giggle_chatter:1045371912701870160>
USER90: ,Elo
USER84: ,<:blankstare:1041427756497522688>
USER84: ,HELP
USER72: ,me corro
USER88: ,me tryna twerk
USER86: ,LMFAO
USER88: ,live footage
USER53: ,<:meme_stares:1041427924089327747>
USER84: ,I hate Border hoppers
USER88: ,istg someone near me in my english class stank
USER84: ,(Im Mexican don’t Cancel me)
USER84: ,HELP
USER1: ,welc <@998681965215625317> <:black_scythe:1041418735786921994>
USER0: ,<@!998681965215625317> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER45: ,The school is so nice
USER88: ,its not funny
USER88: ,my nose hurts
USER40: ,Im mexican to so u good
USER71: ,heyo
USER84: ,🙏🏽
USER88: ,no bc somehow
USER88: ,in like yr5 i asked this boy if he used water and he said no
USER91: ,⠀⠀⠀⠀⠀⠀⠀⣠⣤⣤⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⢰⡿⠋⠁⠀⠀⠈⠉⠙⠻⣷⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⢀⣿⠇⠀⢀⣴⣶⡾⠿⠿⠿⢿⣿⣦⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⣀⣀⣸⡿⠀⠀⢸⣿⣇⠀⠀⠀⠀⠀⠀⠙⣷⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⣾⡟⠛⣿⡇⠀⠀⢸⣿⣿⣷⣤⣤⣤⣤⣶⣶⣿⠇⠀⠀⠀⠀⠀⠀⠀⣀⠀⠀
⢀⣿⠀⢀⣿⡇⠀⠀⠀⠻⢿⣿⣿⣿⣿⣿⠿⣿⡏⠀⠀⠀⠀⢴⣶⣶⣿⣿⣿⣆
⢸⣿⠀⢸⣿⡇⠀⠀⠀⠀⠀⠈⠉⠁⠀⠀⠀⣿⡇⣀⣠⣴⣾⣮⣝⠿⠿⠿⣻⡟
⢸⣿⠀⠘⣿⡇⠀⠀⠀⠀⠀⠀⠀⣠⣶⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠁⠉⠀
⠸⣿⠀⠀⣿⡇⠀⠀⠀⠀⠀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠟⠉⠀⠀⠀⠀
⠀⠻⣷⣶⣿⣇⠀⠀⠀⢠⣼⣿⣿⣿⣿⣿⣿⣿⣛⣛⣻⠉⠁⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⢸⣿⠀⠀⠀⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⢸⣿⣀⣀⣀⣼⡿⢿⣿⣿⣿⣿⣿⡿⣿⣿⡿⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠙⠛⠛⠛⠋⠁⠀⠙⠻⠿⠟⠋⠑⠛⠋⠀
USER40: ,Respect bro
USER84: ,Oh
USER88: ,and then he started asking other boys and all of them said no except for 1
USER88: ,i was disguted
USER84: ,Fr
USER84: ,HELP
USER88: ,HE LEFT THE SCHOOL THO
USER88: ,so
USER20: ,Everyone say hello and welcome to <@1018104711389384714> ! Thanks for joining SFE  and be sure to say hi to our <@&871809452536365126> :D
USER88: ,i hated him anyway
USER9: ,okay!
USER91: ,𓀐𓂺♡🤰👩‍🍼
USER92: ,Hi!
USER40: ,Invite
USER93: ,Omg fight night is on my b'day🤪
USER40: ,I dont pay attention to those
USER40: ,Not entertaining to me
USER15: ,🍆
USER88: ,what happened to chat 2
USER94: ,https://tlecords.com/invite/37925
USER15: ,🍌
USER94: ,https://tlecords.com/invite/37925
USER0: ,<@!692872588879462510> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER1: ,welc <@692872588879462510> <:black_scythe:1041418735786921994>
USER78: ,Cant wait for JOJO
USER40: ,I can re add it but there gotta be a reason why it was removed
USER94: ,https://@@@tlecords.com/invite/37925 remove @
USER40: ,Wtf r u
USER95: ,also not true for me yet!
USER95: ,but still hyped nonetheless
USER96: ,https://www.youtube.com/watch?v=L8r1Y8Ra4H0
USER97: ,i wanna fuck u from the front we can do it missionary  anything to see ur beautiful face as i fuck u in the ass i want to keep going and going until i cum inside of you and hear your loud moans and screams as i fuck you like a animal and then i want to go down and kiss u everywhere i can as i make u wet and creamy
USER0: ,<@!912794750346723408> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER1: ,welc <@912794750346723408> <:black_scythe:1041418735786921994>
USER85: ,Slow version
USER85: ,Or sped y’up
USER85: ,Or sped up
USER98: ,Yo  make sure to **boost** x **invite** to be granted super exclusive benefits and perks.
• <#1043367211160584222>
USER99: ,Sped up
USER85: ,k
USER0: ,<@!746887710253252609> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER100: ,iran lost
USER100: ,this is so disappointing
USER100: ,us fans are so annoying
USER0: ,<@!759792997784617011> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER4: ,lmao
USER4: ,Wait till these ugly ass nlggas get outta school
USER34: ,yo
USER36: ,^
USER101: ,What
USER101: ,I’m already out I just took my bath
USER36: ,ayo alice
USER0: ,<@!967838881196171344> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER20: ,Everyone say hello and welcome to <@822695662604255244> ! Thanks for joining SFE  and be sure to say hi to our <@&871809452536365126> :D
USER89: ,<@1031555241419755582> i hate bitches fr
USER102: ,join my blooket 9400624
USER89: ,<@998681965215625317>
USER103: ,salam aleykum brother
USER77: ,oh.
USER89: ,Wa alaikum salam
USER42: ,No
USER89: ,How you doing brother
USER103: ,i just did my salah  wbu
USER104: ,BITCH
USER77: ,THATS MINE
USER0: ,<@!374212528764616717> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER104: ,BITCH
USER89: ,Chilling with the insomnia that i got
USER103: ,pray to allah to help you sleep 🙏
USER89: ,I do pray everyday
USER89: ,I started passing out at class
USER89: ,And the gym when i do dead lift
USER103: ,allah knows whats best for you
USER89: ,You converted to Islam tho?
USER103: ,yes
USER103: ,i recieved the true message
USER89: ,What happened to the Nazi and racist and the homophobic i used to know
USER89: ,WWWW
USER89: ,ALLAH AKBAR ❤️❤️❤️
USER77: ,um
USER103: ,inshallah
USER89: ,Welcome to heaven
USER103: ,whats wrong?
USER103: ,may allah guide us to jannah
USER0: ,<@!975388534598938664> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER89: ,Inchallah brother
USER4: ,yo slide me pic perms rq
USER103: ,there is no god than allah
USER103: ,and may allah protect us from shirk
USER42: ,Im smoking reggie
USER105: ,Hi everyone
USER4: ,<@574441457310629913> Reggie is weak weed
USER11: ,(**marii#6666**) Has arrived. Welcome...
USER4: ,Cmon now
USER42: ,U do it for me every night
USER77: ,i want some
USER30: ,u right idk what having bitches is like cause i have one bitch and will only have that one bitch
USER42: ,All i smoke is REGGIE
USER4: ,You're insane
USER89: ,Inchallah brother
USER85: ,bitch cock suck
USER4: ,<@502566660796841995> pic perms?
USER42: ,<:emoji_469:978726813985562644>
USER89: ,I can't
USER4: ,Finna send y'all a selfie
USER103: ,thats haram
USER103: ,drawing animate beings its not permissible in islam
USER106: ,hey(with rizz)
USER89: ,<@574441457310629913> pic perms
USER77: ,Real
USER4: ,Damn you wanna see my selfie don't you?
USER42: ,Watch this
USER4: ,The shades I had on was rlly fire asf
USER89: ,Aite bet
USER103: ,wtf is this shit
USER106: ,Give pic perms please
USER42: ,!role <@502566660796841995> pic
USER42: ,lol
USER85: ,yo mommas fat ass
USER103: ,go fuck yourself
USER42: ,Dont work
USER106: ,Junior manager with no role perms
USER77: ,i think its ?
USER85: ,Ill fuck yo mommas pussy 😻
USER4: ,I NEED PIC PERMS
USER4: ,PUSSIES
USER89: ,Pic perms
USER4: ,I WAS GONE SEND YALL A SELFIE BUT NAWW
USER4: ,ITS IGHT
USER4: ,I SEE HOW IT IS
USER103: ,with your small dick you can only fuck hamsters you faggot
USER42: ,!role <@502566660796841995> pic perms
USER42: ,Dude what
USER107: ,U accept dicks?
USER89: ,No pic perm?
USER85: ,but yet you csnt fuck either you cant even fuck a damn spider
USER85: ,dumbass n1gga
USER4: ,<@713717783745134613> nah coochie only my man sorry
USER42: ,We dont have role perms
USER103: ,no because im normal  not like you
USER42: ,They gotta fix deez roles
USER4: ,Both of you can't even fuck a microscopic cell
USER107: ,Maybe mine is better
USER85: ,normal? But yet didnt u catch you eating your own pussy?
USER85: ,stupid ass bitch
USER103: ,im a man you dumb fuck
USER42: ,Who wanna see me get on cam and smoke a joint full of reggie
USER85: ,normal? But yet didnt i catch you eating your own pussy?
USER107: ,Sure
USER0: ,<@!981235695769231440> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER85: ,a man with a pussy 💋
USER107: ,No one
USER42: ,Ok buddy you’re going to banlands
USER103: ,im not a tranny like u
USER107: ,There is ?
USER108: ,excited for christmas
USER85: ,tranny is crazy but yet TOU masturbate to twerking fortnite characters shut yo goofy ass up
USER42: ,are u not muslim
USER107: ,Ok sir
USER85: ,tranny is crazy but yet you masturbate to twerking fortnite characters shut yo goofy ass up
USER85: ,yes those are real things
USER108: ,lets hope the virus is gone that time 💀
USER103: ,of course im a muslim  inshallah
USER107: ,Bro u can be muslim and gay np
USER85: ,DIRTY ASS MUSLIM AND TRANS 😭😭
USER107: ,I wana see smg like this
USER85: ,search it up
USER77: ,your suppose to mute dickhead
USER107: ,Alah akbar
USER85: ,wait why?
USER103: ,whats wrong with being a muslim
USER109: ,React if im pretty
USER103: ,allah knows whats best
USER107: ,I tape man witch pussy?
USER85: ,😭
USER85: ,what 💀
USER77: ,t slur
USER107: ,Im à muslim bro keep it halal
USER85: ,oh
USER85: ,right
USER107: ,🗿
USER17: ,Hi monkeys
USER85: ,?mute <@998681965215625317> 1h No T slur
USER29: ,<:zztick:847318199363305503> | Successfully Muted _Lynx_#8774
USER73: ,https://discord.gg/ddGcFMCm
USER73: ,!!
USER85: ,Thank you
USER4: ,Val is a tr-
USER4: ,Damn
USER77: ,ofc
USER4: ,VAL IS A WHORE
USER85: ,There yo go
USER85: ,There you go
USER77: ,omfg im not
USER4: ,u obviously are
USER4: ,FUCKING TR-
USER85: ,HEY
USER4: ,I MEAN FUCKIN CLOWNS
USER85: ,NO
USER85: ,Goof
USER85: ,Good bbg ❤️
USER4: ,t
USER4: ,R
USER4: ,AHHHHHHHHHHHH
USER85: ,DONT
USER4: ,y not
USER85: ,because it bad
USER110: ,https://discord.gg/ddGcFMCm
USER77: ,<:text_yesDaddy:874059046280376360>
USER85: ,yall like thus edit?
USER111: ,lemme back up <@963566570741841940>
USER4: ,What about the proper terms
USER0: ,<@!1007540436371517492> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER4: ,Transgender?
USER110: ,**JOIN THE BACK UP SERVER OR GET BANNED!!**

https://discord.gg/bS8AvvWz
USER85: ,ayes
USER4: ,So it's good
USER4: ,Ok
USER111: ,MY MIC NOT QORKING OMFG
USER85: ,yes
USER4: ,Transgender people are confused
USER107: ,Yeah we are in à part of time that now there is a man witch pussy
USER107: ,🗿
USER85: ,You know what you have to do a joke and I said sorry to you and you don’t have to prove it was a joke and I said sorry to you and you don’t have to prove it was a joke and I said sorry to you and you don’t have to prove it
USER112: ,rt5
USER110: ,**JOIN THE BACK UP SERVER OR GET BANNED!!**

https://discord.gg/bS8AvvWz
USER113: ,DM ME IF U HAVE BOOSTS
USER42: ,I am in it
USER4: ,Ew a tr-
USER113: ,ew
USER114: ,lemme up
USER85: ,why
USER4: ,A ugly dude
USER113: ,tf
USER107: ,Ugly
USER113: ,DM ME IF U HAVE BOOST
USER114: ,DM ME IF U HAVE ANY EXTRA BOOSTS THAT U CAN SPARE FOR FEET PICS
USER85: ,why
USER4: ,Dm for selfie
USER113: ,DM MD IF U HAVE BOOSTS
USER85: ,WHY
USER42: ,Fuck feet i want to see your pussy
USER115: ,<@963566570741841940> you a bitch
USER42: ,like what
USER16: ,…
USER42: ,bro
USER113: ,making a sever
USER42: ,<:emoji_469:978726813985562644>
USER114: ,U WILL SEE IT IF U BOOST MY SERVER JUST DM ME
USER114: ,INV ME
USER4: ,<@832114662640320592> Collab with glam
USER114: ,i wanna help
USER4: ,I'll put in a good word
USER77: ,nut inside me
USER4: ,<@837491380108525588> gladly
USER107: ,Free pussys?
USER85: ,:emoji_469:
USER107: ,Free sex?
USER20: ,Everyone say hello and welcome to <@568466342232064020> ! Thanks for joining SFE  and be sure to say hi to our <@&871809452536365126> :D
USER116: ,ponch
USER117: ,X: y'all
USER118: ,y'all
USER107: ,Funny:
USER116: ,<@840240553673359360>
USER110: ,**JOIN THE BACK UP SERVER OR GET BANNED!!**

https://discord.gg/bS8AvvWz
USER119: ,WHAT
USER117: ,This is what happens when you have a friend who wants to be a beautician
USER118: ,This is what happens when you have a friend who wants to be a beautician
USER116: ,fuck you
USER0: ,<@!890309142269534258> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER116: ,be nice to me
USER85: ,hey guys
USER85: ,be nice
USER116: ,we friend
USER116: ,we are
USER119: ,we are being nice
USER85: ,😎
USER107: ,🍆
USER119: ,🚶
USER116: ,that means u have a big dick
USER4: ,<@832114662640320592> our Collab representative wants to speak with you <@963566570741841940>
USER107: ,Yeah i know its big
USER113: ,?
USER85: ,;s
USER4: ,<@832114662640320592> your making a server right?
USER107: ,<:0_white:1041419167083012097>
USER116: ,fr?
USER107: ,<:meme_dickrider:1045377465419305060>red_knife:
USER119: ,damn thats legendary
USER42: ,Im pooping
USER42: ,Alot
USER42: ,It wont stop
USER107: ,Yeah that's nrml
USER119: ,never talk to a guy that has big dick
USER4: ,<@574441457310629913> strange I just take one huge long turd bout the size of my dick and I'm done
USER119: ,my first time
USER107: ,Why
USER4: ,👍
USER119: ,im rpoud of myself
USER42: ,I have a big dixk
USER119: ,proud*
USER107: ,Oh take a screen
USER119: ,OMG
USER119: ,OMG
USER119: ,NO WAY
USER119: ,YOOO
USER85: ,Baby  you got somethin' in your nose
Sniffin' that K  did you feel the hole?
Hope you find peace for yourself
New boyfriend ain't gon' fill the void
Do you even really like this track?
Take away the drugs  would you feel the noise?
More and more you try to run away
You fucking yourself  do you feel the toy?
Uh  lookin' for a bitch 'cause I'm over boys
Would you be my girlfriend  baby?
Ooh  whoa  whoa  whoa  whoa
Somethin' turned me off
Smoking made me
'Cause I'm longing
For somethin' secure
If you had to (if you) stunt your shining (oh  nah-nah-nah-nah-nah)
For your lover  dump that fucker
Shoo-doo-doo  doo-doo  doo-doo-doo
Shoo-doo-doo  doo-doo  doo-doo-doo
Shoo-doo-doo  doo-doo  doo-doo-doo
Shoo-doo-doo  doo-doo  doo-doo-doo  no
USER119: ,NOOO
USER107: ,Be calm bro its nrml
USER42: ,Bro what
USER120: ,Ewww
USER107: ,Cringe
USER119: ,hahahahaha
USER16: ,is that xxxtentacion?
USER116: ,hahahahhahaahhaha
USER85: ,NO😻
USER120: ,I was born like this
USER110: ,?av <@769399355684814858>
USER4: ,lmao
USER85: ,NO😭
USER121: ,why she got my mug-
USER85: ,;s
USER107: ,Rayan is an arabic name ?
USER120: ,Atleast I look like handsome Squidward
USER120: ,Wanna be me so bad
USER4: ,bro ur chin has a ball holder for my balls when u sucking my dick
USER4: ,That's wild
USER119: ,?av
USER29: ,**Enjoying using Flantic?**
Consider voting us on <https://top.gg/bot/825617171589759006/vote>  It just takes a few seconds.
USER85: ,yo momma is my arabic name 🤭
USER116: ,?av
USER120: ,What’s the problem
USER107: ,Why gays exist bro
USER122: ,💀💀💀💀💀💀💀💀💀💀
USER73: ,?av
USER29: ,**Enjoying using Flantic?**
Consider voting us on <https://top.gg/bot/825617171589759006/vote>  It just takes a few seconds.
USER107: ,Tnx my mom is dead
USER85: ,exist?
USER123: ,what pussies are yall talkin bout
USER85: ,good
USER120: ,Who wouldn’t want they balls to get held
USER124: ,:watch: Searching ... (`back it up saucy satana`)
USER124: ,:notes: **Saucy Santana - Back it Up Feat. LightSkinKeisha [Official Music Video]** Added to **ProQueue** (`03:02`)!
USER0: ,<@!964955796364480642> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER85: ,🤭
USER0: ,<@!1015518273628016650> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER113: ,yep
USER107: ,Ahh i ws jkk fuck u and im not gay
USER0: ,<@!817186176976289853> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER4: ,Tryna Collab with glam?<@832114662640320592>
USER116: ,were talkin about
USER113: ,uh sure
USER107: ,So funny:
USER16: ,<@818325186511765514> hi
USER116: ,people who search google.com in google
USER85: ,ikr
USER125: ,AYYYY
USER122: ,<:euphbr_Swag:946044055807201330>
USER122: ,🤡
USER120: ,AYEEEE
USER85: ,<:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933> <:ihavefoundyounigga:1022831596866383933>
USER125: ,💅
USER107: ,Fuck me
USER85: ,;s
USER120: ,Give me nitro
USER126: ,PURRR
USER125: ,YASSSS
USER107: ,Ah
USER64: ,i dont understand
USER107: ,Keep giong
USER107: ,Go
USER85: ,?mute <@818253817954828288> spam
USER29: ,<:zztick:847318199363305503> | Successfully Muted rayan#0006

**Enjoying using Flantic?**
Consider voting us on <https://top.gg/bot/825617171589759006/vote>  It just takes a few seconds.
USER120: ,IT AINT MU BIRTHDAY BUT HE WANT THIS CALE
USER85: ,?mute <@832114662640320592> spam
USER29: ,<:zztick:847318199363305503> | Successfully Muted sinclaire#1000
USER113: ,don’t touch me fat bitch
USER127: ,hii
USER85: ,dont spam then dirty n1gga
USER110: ,<@994381755182223451> their aloud to spam dumb bitch
USER113: ,bitch don’t touch me
USER85: ,you sure?
USER110: ,yes were listening to music
USER4: ,<@963566570741841940> it's Sinclair who wishes to Collab
USER85: ,?mute <@832114662640320592> Spam
USER29: ,<:zztick:847318199363305503> | Successfully Muted sinclaire#1000
USER110: ,WHO ACTUALLY LISTENS?
USER107: ,Mute
USER17: ,Hi
USER126: ,who got banned for 27 days
USER107: ,Ohibok
USER113: ,stop touching me big fat monkey
USER126: ,💀
USER107: ,No way he use n word
USER125: ,😭
USER128: ,I was having a good ass day until my phone started acting up
USER17: ,Hi des
USER128: ,Hi
USER4: ,pussy ahh nlgga
USER129: ,hmu if you would like to get sum drop boxes or mega links
USER107: ,تكلم عربي
USER0: ,<@!977614475869966396> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER0: ,<@!964955796364480642> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER130: ,walks in
USER0: ,<@!694764167881818162> welcome  get __**active**__ mf lol <:WhiteBlurryStars:1041419634383015936>
USER131: ,oh.
USER107: ,Light skin
USER42: ,?role
USER29: ,**Enjoying using Flantic?**
Consider voting us on <https://top.gg/bot/825617171589759006/vote>  It just takes a few seconds.
USER42: ,bs
USER132: ,Tf
USER85: ,So I abuse it and I get it taken and then I follow the rules and I get fucking timed out like etf
USER85: ,So I abuse it and I get it taken and then I follow the rules and I get fucking timed out like wtf
USER130: ,<@963566570741841940>lmu xx
USER128: ,ANWYAYS
USER128: ,I’m watching Wednesday
USER107: ,No one
USER107: ,C
USER107: ,A
USER107: ,R
USER107: ,E
USER107: ,S
USER107: ,R
USER85: ,caes?
USER107: ,Nooo
USER133: ,<@590292132443717633> Fuck Cyrus
USER107: ,Fuck
USER107: ,Bot
USER134: ,hi
USER107: ,Cares
USER107: ,*
USER114: ,<@963566570741841940> no fucking money for yo ass
USER110: ,<@&1043585363794473100> **PAID PROMO!!** <@1040030138307453089> THIS IS PAID DONT DELETE!!

discord.gg/rari
USER85: ,lemme get some
USER107: ,Show me a pussy
USER119: ,bet
USER133: ,Hello Akumer
USER135: ,............
USER119: ,let me get the photo hold on
USER136: ,https://discord.gg/Cjb75C3EEz
USER116: ,no no no
USER107: ,Idk how pussy looks😔😭
USER116: ,dont
USER130: ,<@963566570741841940>lmu xx
